title,year,source_title,doi,rank,publisher,event,source_type,holding_publisher,title_vote_haq,title_vote_anand,title_vote_final,title_verdict,has_abstract,abstract_verdict,has_fulltext,fulltext_verdict,exclusion_reason
GhostBuster: Understanding and overcoming the pitfalls of transient execution vulnerability checkers,2021,"Proceedings - 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021",10.1109/SANER50967.2021.00036,A,IEEE,"2021 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
NetVerify 2021 - Network Verification Workshop,2021,"Proceedings - International Conference on Network Protocols, ICNP",10.1109/ICNP52444.2021.9651942,A,IEEE,2021 IEEE 29th International Conference on Network Protocols (ICNP),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
IoT edge device based key frame extraction for face in video recognition,2018,"Proceedings - 18th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing, CCGRID 2018",10.1109/CCGRID.2018.00087,A,IEEE,"2018 18th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGRID)",conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Factor Impact of Virtual Switch Performance by Factorial Design in Cloud Computing,2017,"Proceedings - 2016 International Computer Symposium, ICS 2016",10.1109/ICS.2016.0047,A,IEEE,2016 International Computer Symposium (ICS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Application-Aware workload consolidation to minimize both energy consumption and network load in cloud environments,2013,Proceedings of the International Conference on Parallel Processing,10.1109/ICPP.2013.54,A,IEEE,2013 42nd International Conference on Parallel Processing (ICPP),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Authentication Protocol for Intelligent Cars using Fog Computing and Software-Defined Networking,2021,"Proceedings of the 13th International Conference on Electronics, Computers and Artificial Intelligence, ECAI 2021",10.1109/ECAI52376.2021.9515071,A,IEEE,"2021 13th International Conference on Electronics, Computers and Artificial Intelligence (ECAI)",conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Secure point-of-care medical diagnostics via trusted sensing and cyto-coded passwords,2016,"Proceedings - 46th Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN 2016",10.1109/DSN.2016.59,A,IEEE,2016 46th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
"Please, do not decentralize the internet with (Permissionless) blockchains!",2019,Proceedings - International Conference on Distributed Computing Systems,10.1109/ICDCS.2019.00188,A,IEEE,2019 IEEE 39th International Conference on Distributed Computing Systems (ICDCS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
EdgeOS-H: A Home Operating System for Internet of Everything,2017,Proceedings - International Conference on Distributed Computing Systems,10.1109/ICDCS.2017.325,A,IEEE,2017 IEEE 37th International Conference on Distributed Computing Systems (ICDCS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
A novel two-stage modular multiplier based on racetrack memory for asymmetric cryptography,2017,"IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers, ICCAD",10.1109/ICCAD.2017.8203789,A,IEEE,2017 IEEE/ACM International Conference on Computer-Aided Design (ICCAD),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
QuartzV: Bringing quality of time to virtual machines,2018,"Proceedings of the IEEE Real-Time and Embedded Technology and Applications Symposium, RTAS",10.1109/RTAS.2018.00011,A,IEEE,2018 IEEE Real-Time and Embedded Technology and Applications Symposium (RTAS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Architecture support for guest-transparent VM protection from untrusted hypervisor and physical attacks,2013,Proceedings - International Symposium on High-Performance Computer Architecture,10.1109/HPCA.2013.6522323,A*,IEEE,2013 IEEE 19th International Symposium on High Performance Computer Architecture (HPCA),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
"Adaptive Verifiable Coded Computing: Towards Fast, Secure and Private Distributed Machine Learning",2022,"Proceedings - 2022 IEEE 36th International Parallel and Distributed Processing Symposium, IPDPS 2022",10.1109/IPDPS53621.2022.00067,A,IEEE,2022 IEEE International Parallel and Distributed Processing Symposium (IPDPS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
LoopBreaker: Disabling Interconnects to Mitigate Voltage-Based Attacks in Multi-Tenant FPGAs,2021,"IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers, ICCAD",10.1109/ICCAD51958.2021.9643485,A,IEEE,2021 IEEE/ACM International Conference On Computer Aided Design (ICCAD),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
A light weight stream based encryption unscrambling convention in mobile cloud computing,2019,"2019 International Conference on Intelligent Computing and Control Systems, ICCS 2019",10.1109/ICCS45141.2019.9065539,A,IEEE,2019 International Conference on Intelligent Computing and Control Systems (ICCS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Virtual device model extending NGSI-LD for FaaS at the Edge,2021,"Proceedings - 21st IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2021",10.1109/CCGrid51090.2021.00079,A,IEEE,"2021 IEEE/ACM 21st International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Rollback and Forking Detection for Trusted Execution Environments Using Lightweight Collective Memory,2017,"Proceedings - 47th Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN 2017",10.1109/DSN.2017.45,A,IEEE,2017 47th Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Top-k query processing on encrypted databases with strong security guarantees,2018,"Proceedings - IEEE 34th International Conference on Data Engineering, ICDE 2018",10.1109/ICDE.2018.00040,A*,IEEE,2018 IEEE 34th International Conference on Data Engineering (ICDE),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
VC3: Trustworthy data analytics in the cloud using SGX,2015,Proceedings - IEEE Symposium on Security and Privacy,10.1109/SP.2015.10,A*,IEEE,2015 IEEE Symposium on Security and Privacy (SP),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Doctorate Consortium Proposal,2018,"25th IEEE Conference on Virtual Reality and 3D User Interfaces, VR 2018 - Proceedings",10.1109/VR.2018.8446133,A*,IEEE,2018 IEEE Conference on Virtual Reality and 3D User Interfaces (VR),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
High-Performance Virtual Machine Migration Framework for MPI Applications on SR-IOV Enabled InfiniBand Clusters,2017,"Proceedings - 2017 IEEE 31st International Parallel and Distributed Processing Symposium, IPDPS 2017",10.1109/IPDPS.2017.43,A,IEEE,2017 IEEE International Parallel and Distributed Processing Symposium (IPDPS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Camouflage: Memory Traffic Shaping to Mitigate Timing Attacks,2017,Proceedings - International Symposium on High-Performance Computer Architecture,10.1109/HPCA.2017.36,A*,IEEE,2017 IEEE International Symposium on High-Performance Computer Architecture (HPCA),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Solving the Interdependency Problem: A Secure Virtual Machine Allocation Method Relying on the Attacker's Efficiency and Coverage,2020,"Proceedings - 20th IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGRID 2020",10.1109/CCGrid49817.2020.00-49,A,IEEE,"2020 20th IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing (CCGRID)",conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Oblivious program execution and path-sensitive non-interference,2013,Proceedings of the Computer Security Foundations Workshop,10.1109/CSF.2013.12,A,IEEE,2013 IEEE 26th Computer Security Foundations Symposium (CSF),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
SoK: Exploiting Network Printers,2017,Proceedings - IEEE Symposium on Security and Privacy,10.1109/SP.2017.47,A*,IEEE,2017 IEEE Symposium on Security and Privacy (SP),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
PASAPTO: Policy-aware Security and Performance Trade-off Analysis - Computation on Encrypted Data with Restricted Leakage,2020,Proceedings - IEEE Computer Security Foundations Symposium,10.1109/CSF49147.2020.00024,A,IEEE,2020 IEEE 33rd Computer Security Foundations Symposium (CSF),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
vProbe: Scheduling virtual machines on NUMA systems,2016,"Proceedings - IEEE International Conference on Cluster Computing, ICCC",10.1109/CLUSTER.2016.60,A,IEEE,2016 IEEE International Conference on Cluster Computing (CLUSTER),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
SecFortress: Securing Hypervisor using Cross-layer Isolation,2022,"Proceedings - 2022 IEEE 36th International Parallel and Distributed Processing Symposium, IPDPS 2022",10.1109/IPDPS53621.2022.00029,A,IEEE,2022 IEEE International Parallel and Distributed Processing Symposium (IPDPS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
A Distributed Peer to Peer Identity and Access Management for the Osmotic Computing,2022,"Proceedings - 22nd IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGrid 2022",10.1109/CCGrid54584.2022.00091,A,IEEE,"2022 22nd International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Catch You with Cache: Out-of-VM Introspection to Trace Malicious Executions,2021,"Proceedings - 51st Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN 2021",10.1109/DSN48987.2021.00045,A,IEEE,2021 51st Annual IEEE/IFIP International Conference on Dependable Systems and Networks (DSN),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Estimating Power Consumption of Containers and Virtual Machines in Data Centers,2020,"Proceedings - IEEE International Conference on Cluster Computing, ICCC",10.1109/CLUSTER49012.2020.00039,A,IEEE,2020 IEEE International Conference on Cluster Computing (CLUSTER),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Human-centric Software Engineering for Next Generation Cloud-and Edge-based Smart Living Applications,2020,"Proceedings - 20th IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGRID 2020",10.1109/CCGrid49817.2020.00-93,A,IEEE,"2020 20th IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing (CCGRID)",conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Oblix: An Efficient Oblivious Search Index,2018,Proceedings - IEEE Symposium on Security and Privacy,10.1109/SP.2018.00045,A*,IEEE,2018 IEEE Symposium on Security and Privacy (SP),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
"ServeDB: Secure, verifiable, and efficient range queries on outsourced database",2019,Proceedings - International Conference on Data Engineering,10.1109/ICDE.2019.00062,A*,IEEE,2019 IEEE 35th International Conference on Data Engineering (ICDE),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
On Estimating Minimum Bids for Amazon EC2 Spot Instances,2017,"Proceedings - 2017 17th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing, CCGRID 2017",10.1109/CCGRID.2017.76,A,IEEE,"2017 17th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGRID)",conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
"On the Relation between Outdated Docker Containers, Severity Vulnerabilities, and Bugs",2019,"SANER 2019 - Proceedings of the 2019 IEEE 26th International Conference on Software Analysis, Evolution, and Reengineering",10.1109/SANER.2019.8668013,A,IEEE,"2019 IEEE 26th International Conference on Software Analysis, Evolution and Reengineering (SANER)",conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Bounded-Communication Leakage Resilience via Parity-Resilient Circuits,2016,"Proceedings - Annual IEEE Symposium on Foundations of Computer Science, FOCS",10.1109/FOCS.2016.10,A*,IEEE,2016 IEEE 57th Annual Symposium on Foundations of Computer Science (FOCS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
SPEED: Accelerating enclave applications via secure deduplication,2019,Proceedings - International Conference on Distributed Computing Systems,10.1109/ICDCS.2019.00110,A,IEEE,2019 IEEE 39th International Conference on Distributed Computing Systems (ICDCS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Robustness-oriented k Edge Server Placement,2020,"Proceedings - 20th IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing, CCGRID 2020",10.1109/CCGrid49817.2020.00-85,A,IEEE,"2020 20th IEEE/ACM International Symposium on Cluster, Cloud and Internet Computing (CCGRID)",conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
IoT based flood detection and notification system using decision tree algorithm,2019,"2019 International Conference on Intelligent Computing and Control Systems, ICCS 2019",10.1109/ICCS45141.2019.9065799,A,IEEE,2019 International Conference on Intelligent Computing and Control Systems (ICCS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Adaptively secure conjunctive query processing over encrypted data for cloud computing,2017,Proceedings - International Conference on Data Engineering,10.1109/ICDE.2017.122,A*,IEEE,2017 IEEE 33rd International Conference on Data Engineering (ICDE),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Analysis and research of the evidence theory for group decision,2017,"Chinese Control Conference, CCC",10.23919/ChiCC.2017.8028265,A,IEEE,2017 36th Chinese Control Conference (CCC),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Common Counters: Compressed Encryption Counters for Secure GPU Memory,2021,Proceedings - International Symposium on High-Performance Computer Architecture,10.1109/HPCA51647.2021.00011,A*,IEEE,2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Sieve: Semantically encoded video analytics on edge and cloud,2020,Proceedings - International Conference on Distributed Computing Systems,10.1109/ICDCS47774.2020.00182,A,IEEE,2020 IEEE 40th International Conference on Distributed Computing Systems (ICDCS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Ranking retrieved data through advance search mechanism over distributed cloud: A review,2015,"2015 International Conference on Pervasive Computing: Advance Communication Technology and Application for Society, ICPC 2015",10.1109/PERVASIVE.2015.7087015,A,IEEE,2015 International Conference on Pervasive Computing (ICPC),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
Zero-tuning grinding process methodology of cyber-physical robot system,2020,IEEE International Conference on Intelligent Robots and Systems,10.1109/IROS45743.2020.9341102,A,IEEE,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),conference proceeding,IEEE,n,n,Agree - No,Irrelevant,,,,,
